week,game,favorite,underdog,spread,actual_margin,margin_vs_spread,underdog_covered,favorite_covered,fav_off_epa,fav_def_epa,dog_off_epa,dog_def_epa,matchup_epa_diff,net_epa_diff,fav_off_pass_epa,fav_def_pass_epa,dog_off_pass_epa,dog_def_pass_epa,matchup_pass_epa_diff,fav_off_rush_epa,fav_def_rush_epa,dog_off_rush_epa,dog_def_rush_epa,matchup_rush_epa_diff,matchup_rp_epa_diff,matchup_weighted_rp_epa_diff,matchup_fav_weighted_epa_diff,matchup_dog_weighted_epa_diff,fav_run_pct,fav_pass_pct,dog_run_pct,dog_pass_pct,avg_run_pct,avg_pass_pct
5,Dolphins @ Panthers,Dolphins,Panthers,1.5,-3,-4.5,True,False,-0.01,0.11,-0.05,0.06,-0.010000000000000002,-0.009999999999999995,-0.02,0.17,-0.1,0.1,0.009999999999999995,0.0,0.04,0.01,0.0,-0.05,-0.020000000000000004,-0.016700000000000003,-0.014900000000000004,-0.018500000000000003,0.415,0.585,0.475,0.525,0.44499999999999995,0.5549999999999999
5,Texans @ Ravens,Texans,Ravens,2.5,34,31.5,False,True,0.02,-0.13,0.0,0.13,0.28,0.28,0.05,-0.21,0.0,0.16,0.42000000000000004,-0.03,-0.01,0.0,0.07,0.05000000000000001,0.23500000000000001,0.24794999999999998,0.25683,0.23907000000000003,0.441,0.5589999999999999,0.489,0.511,0.46499999999999997,0.5349999999999999
5,Titans @ Cardinals,Cardinals,Titans,8.5,-1,-9.5,True,False,0.0,0.02,-0.21,0.1,0.29000000000000004,0.29,0.0,0.07,-0.26,0.18,0.37,0.0,-0.08,-0.11,0.01,0.2,0.28500000000000003,0.30251,0.2986,0.30642,0.42,0.58,0.374,0.626,0.397,0.603
5,Buccaneers @ Seahawks,Seahawks,Buccaneers,3.5,-3,-6.5,True,False,0.0,-0.04,0.02,-0.08,-0.06,-0.060000000000000005,0.0,0.04,0.05,-0.06,-0.15,0.0,-0.19,-0.03,-0.1,0.12,-0.015,-0.023234999999999992,-0.012840000000000004,-0.03363,0.508,0.49200000000000005,0.431,0.569,0.46950000000000003,0.5305
5,Lions @ Bengals,Lions,Bengals,10.5,13,2.5,False,True,0.1,-0.1,-0.05,0.17,0.42000000000000004,0.42000000000000004,0.23,-0.08,-0.1,0.24,0.6499999999999999,-0.03,-0.13,0.05,0.07,0.12000000000000001,0.38499999999999995,0.4236899999999999,0.38288,0.4644999999999999,0.504,0.496,0.35,0.65,0.427,0.573
5,Commanders @ Chargers,Chargers,Commanders,2.5,-17,-19.5,True,False,0.03,-0.01,0.0,0.07,0.11,0.11000000000000001,0.04,0.01,0.0,0.13,0.16,0.01,0.0,0.0,-0.01,0.0,0.08,0.08968,0.09536,0.084,0.40399999999999997,0.596,0.475,0.525,0.4395,0.5605
5,Patriots @ Bills,Bills,Patriots,8.0,-3,-11.0,True,False,0.16,-0.02,0.09,-0.04,0.05,0.04999999999999999,0.17,-0.07,0.26,0.0,-0.01999999999999999,0.13,0.04,-0.13,-0.11,0.11,0.045000000000000005,0.046430000000000006,0.04773000000000001,0.04513,0.521,0.479,0.501,0.499,0.511,0.489
5,Chiefs @ Jaguars,Chiefs,Jaguars,3.5,-3,-6.5,True,False,0.17,-0.06,-0.01,-0.04,0.2,0.2,0.22,-0.09,-0.04,-0.02,0.33,0.07,0.0,0.05,-0.06,-0.039999999999999994,0.14500000000000002,0.17219500000000001,0.16572000000000003,0.17867000000000002,0.444,0.556,0.409,0.591,0.4265,0.5735
6,Broncos @ Jets,Broncos,Jets,7.5,2,-5.5,True,False,0.07,-0.07,-0.05,0.09,0.28,0.28,0.09,-0.08,-0.04,0.16,0.37,0.05,-0.06,-0.05,0.02,0.18,0.275,0.28269500000000003,0.28715999999999997,0.27823,0.436,0.564,0.483,0.517,0.4595,0.5405
6,Cardinals @ Colts,Colts,Cardinals,6.5,4,-2.5,True,False,0.23,-0.03,0.0,0.02,0.28,0.28,0.27,-0.04,0.0,0.07,0.38,0.16,-0.02,0.0,-0.08,0.1,0.24,0.25638,0.25036,0.26239999999999997,0.46299999999999997,0.537,0.42,0.58,0.4415,0.5585
6,Chargers @ Dolphins,Chargers,Dolphins,4.5,2,-2.5,True,False,0.03,-0.01,-0.01,0.11,0.16,0.16,0.04,0.01,-0.02,0.17,0.22000000000000003,0.01,0.0,0.0,0.04,0.05,0.135,0.15038500000000002,0.15132,0.14945,0.40399999999999997,0.596,0.415,0.585,0.4095,0.5905
6,Patriots @ Saints,Patriots,Saints,3.5,6,2.5,False,True,0.09,-0.04,-0.14,0.0,0.27,0.27,0.26,0.0,-0.17,0.09,0.52,-0.13,-0.11,-0.08,-0.11,-0.04999999999999999,0.23500000000000001,0.261505,0.23443,0.28858,0.501,0.499,0.406,0.594,0.4535,0.5465
6,Browns @ Steelers,Steelers,Browns,5.0,14,9.0,False,True,0.05,0.07,-0.18,-0.07,0.08999999999999998,0.0899999999999999,0.09,0.13,-0.27,0.03,0.26,-0.01,-0.02,-0.02,-0.2,-0.17,0.045,0.08348499999999999,0.07295,0.09401999999999999,0.435,0.565,0.386,0.614,0.4105,0.5894999999999999
6,Cowboys @ Panthers,Cowboys,Panthers,3.5,-3,-6.5,True,False,0.14,0.15,-0.05,0.06,0.10000000000000002,0.1000000000000001,0.21,0.19,-0.1,0.1,0.22,0.01,0.1,0.01,0.0,-0.1,0.06,0.07871999999999998,0.08944000000000002,0.068,0.408,0.5920000000000001,0.475,0.525,0.4415,0.5585
6,Seahawks @ Jaguars,Seahawks,Jaguars,1.5,8,6.5,False,True,0.0,-0.04,-0.01,-0.04,0.010000000000000002,0.010000000000000002,0.0,0.04,-0.04,-0.02,-0.02,0.0,-0.19,0.05,-0.06,0.08000000000000002,0.030000000000000006,0.025850000000000012,0.030800000000000008,0.02090000000000001,0.508,0.49200000000000005,0.409,0.591,0.4585,0.5415
6,Rams @ Ravens,Rams,Ravens,7.5,14,6.5,False,True,0.04,-0.1,0.0,0.13,0.27,0.27,0.18,-0.12,0.0,0.16,0.45999999999999996,-0.16,-0.04,0.0,0.07,-0.049999999999999996,0.205,0.22846,0.24630999999999995,0.21061,0.419,0.581,0.489,0.511,0.45399999999999996,0.546
6,Titans @ Raiders,Raiders,Titans,4.5,10,5.5,False,True,-0.18,0.04,-0.21,0.1,0.09,0.09,-0.12,0.15,-0.26,0.18,0.17,-0.26,-0.13,-0.11,0.01,-0.010000000000000009,0.08,0.09539,0.08810000000000001,0.10268000000000001,0.455,0.545,0.374,0.626,0.4145,0.5855
6,Bengals @ Packers,Packers,Bengals,14.5,9,-5.5,True,False,0.17,-0.02,-0.05,0.17,0.41000000000000003,0.41000000000000003,0.31,0.02,-0.1,0.24,0.63,0.01,-0.08,0.05,0.07,0.11,0.37,0.41212,0.37624,0.448,0.488,0.512,0.35,0.65,0.419,0.581
6,49ers @ Buccaneers,49ers,Buccaneers,3.0,-11,-14.0,True,False,0.0,0.03,0.02,-0.08,-0.13,-0.13,0.07,0.09,0.05,-0.06,-0.13,-0.11,-0.06,-0.03,-0.1,-0.12000000000000002,-0.125,-0.12578000000000003,-0.12587000000000004,-0.12569,0.413,0.5870000000000001,0.431,0.569,0.422,0.5780000000000001
6,Lions @ Chiefs,Chiefs,Lions,2.5,13,10.5,False,True,0.17,-0.06,0.1,-0.1,0.03,0.03,0.22,-0.09,0.23,-0.08,0.0,0.07,0.0,-0.03,-0.13,-0.03,-0.015,-0.014219999999999998,-0.01332,-0.01512,0.444,0.556,0.504,0.496,0.474,0.526
6,Bills @ Falcons,Bills,Falcons,4.5,-10,-14.5,True,False,0.16,-0.02,-0.06,-0.02,0.22000000000000003,0.2199999999999999,0.17,-0.07,-0.07,-0.07,0.24000000000000002,0.13,0.04,-0.05,0.03,0.17,0.20500000000000002,0.20577,0.20353000000000002,0.20801,0.521,0.479,0.457,0.5429999999999999,0.489,0.5109999999999999
6,Bears @ Commanders,Commanders,Bears,4.5,-1,-5.5,True,False,0.0,0.07,0.02,0.0,-0.09000000000000001,-0.09000000000000001,0.0,0.13,0.07,0.0,-0.2,0.0,-0.01,-0.05,0.0,0.060000000000000005,-0.07,-0.07754,-0.07650000000000001,-0.07857999999999998,0.475,0.525,0.467,0.5329999999999999,0.471,0.5289999999999999
7,Steelers @ Bengals,Bengals,Steelers,3.5,2,-1.5,True,False,-0.05,0.17,0.05,0.07,-0.2,-0.2,-0.1,0.24,0.09,0.13,-0.29999999999999993,0.05,0.07,-0.01,-0.02,-0.030000000000000002,-0.16499999999999998,-0.19402499999999995,-0.20549999999999996,-0.18254999999999996,0.35,0.65,0.435,0.565,0.39249999999999996,0.6074999999999999
7,Rams @ Jaguars,Rams,Jaguars,3.5,28,24.5,False,True,0.04,-0.1,-0.01,-0.04,0.11,0.11000000000000001,0.18,-0.12,-0.04,-0.02,0.32,-0.16,-0.04,0.05,-0.06,-0.23,0.045,0.0923,0.08955,0.09504999999999998,0.419,0.581,0.409,0.591,0.414,0.586
7,Saints @ Bears,Bears,Saints,3.5,12,8.5,False,True,0.02,0.0,-0.14,0.0,0.16,0.16,0.07,0.0,-0.17,0.09,0.33,-0.05,0.0,-0.08,-0.11,-0.08,0.125,0.15103499999999997,0.13853,0.16354,0.467,0.5329999999999999,0.406,0.594,0.4365,0.5634999999999999
7,Dolphins @ Browns,Browns,Dolphins,3.5,25,21.5,False,True,-0.18,-0.07,-0.01,0.11,0.010000000000000009,0.010000000000000092,-0.27,0.03,-0.02,0.17,-0.11,-0.02,-0.2,0.0,0.04,0.22,0.055,0.022165000000000004,0.017380000000000007,0.02695,0.386,0.614,0.415,0.585,0.40049999999999997,0.5994999999999999
7,Patriots @ Titans,Patriots,Titans,3.5,18,14.5,False,True,0.09,-0.04,-0.21,0.1,0.44,0.44,0.26,0.0,-0.26,0.18,0.7,-0.13,-0.11,-0.11,0.01,0.09999999999999999,0.39999999999999997,0.4375,0.3994,0.47559999999999997,0.501,0.499,0.374,0.626,0.4375,0.5625
7,Raiders @ Chiefs,Chiefs,Raiders,7.5,31,23.5,False,True,0.17,-0.06,-0.18,0.04,0.45,0.45,0.22,-0.09,-0.12,0.15,0.58,0.07,0.0,-0.26,-0.13,0.2,0.39,0.40918999999999994,0.41128,0.4071,0.444,0.556,0.455,0.545,0.4495,0.5505
7,Panthers @ Jets,Jets,Panthers,3.5,-7,-10.5,True,False,-0.05,0.09,-0.05,0.06,-0.03,-0.030000000000000013,-0.04,0.16,-0.1,0.1,6.938893903907228e-18,-0.05,0.02,0.01,0.0,-0.08,-0.039999999999999994,-0.03831999999999999,-0.038639999999999994,-0.03799999999999999,0.483,0.517,0.475,0.525,0.479,0.521
7,Giants @ Broncos,Broncos,Giants,3.5,1,-2.5,True,False,0.07,-0.07,-0.04,0.08,0.26,0.26,0.09,-0.08,-0.05,0.03,0.25,0.05,-0.06,-0.02,0.16,0.29000000000000004,0.27,0.26832,0.26744,0.2692,0.436,0.564,0.48,0.52,0.45799999999999996,0.542
7,Colts @ Chargers,Colts,Chargers,3.5,14,10.5,False,True,0.23,-0.03,0.03,-0.01,0.22,0.22,0.27,-0.04,0.04,0.01,0.28,0.16,-0.02,0.01,0.0,0.17,0.22500000000000003,0.23231500000000002,0.22907000000000002,0.23556,0.46299999999999997,0.537,0.40399999999999997,0.596,0.4335,0.5665
7,Commanders @ Cowboys,Cowboys,Commanders,7.5,22,14.5,False,True,0.14,0.15,0.0,0.07,0.060000000000000026,0.06000000000000011,0.21,0.19,0.0,0.13,0.14999999999999997,0.01,0.1,0.0,-0.01,-0.1,0.02499999999999998,0.03962499999999997,0.04799999999999999,0.031249999999999986,0.408,0.5920000000000001,0.475,0.525,0.4415,0.5585
7,Packers @ Cardinals,Packers,Cardinals,3.5,4,0.5,True,False,0.17,-0.02,0.0,0.02,0.21,0.21,0.31,0.02,0.0,0.07,0.36,0.01,-0.08,0.0,-0.08,0.009999999999999995,0.185,0.2011,0.18919999999999998,0.213,0.488,0.512,0.42,0.58,0.45399999999999996,0.546
7,Falcons @ 49ers,49ers,Falcons,7.5,10,2.5,False,True,0.0,0.03,-0.06,-0.02,0.009999999999999998,0.009999999999999898,0.07,0.09,-0.07,-0.07,-0.01999999999999999,-0.11,-0.06,-0.05,0.03,0.03,0.0050000000000000044,0.001750000000000005,0.000650000000000003,0.002850000000000007,0.413,0.5870000000000001,0.457,0.5429999999999999,0.435,0.565
7,Buccaneers @ Lions,Lions,Buccaneers,7.5,15,7.5,False,True,0.1,-0.1,0.02,-0.08,0.1,0.1,0.23,-0.08,0.05,-0.06,0.2,-0.03,-0.13,-0.03,-0.1,0.03,0.115,0.120525,0.11432,0.12673,0.504,0.496,0.431,0.569,0.4675,0.5325
7,Texans @ Seahawks,Seahawks,Texans,3.5,8,4.5,False,True,0.0,-0.04,0.02,-0.13,-0.11,-0.10999999999999999,0.0,0.04,0.05,-0.21,-0.3,0.0,-0.19,-0.03,-0.01,0.21,-0.045,-0.05800499999999999,-0.04092000000000001,-0.07508999999999999,0.508,0.49200000000000005,0.441,0.5589999999999999,0.47450000000000003,0.5255
7,Vikings @ Chargers,Chargers,Vikings,-3.5,27,30.5,False,True,0.03,-0.01,-0.11,-0.04,0.10999999999999999,0.11000000000000001,0.04,0.01,-0.09,-0.08,0.04,0.01,0.0,-0.14,0.02,0.17,0.10500000000000001,0.092975,0.09252,0.09343000000000001,0.40399999999999997,0.596,0.41100000000000003,0.589,0.4075,0.5925
7,Dolphins @ Falcons,Falcons,Dolphins,-7.5,-24,-16.5,True,False,-0.06,-0.02,-0.01,0.11,0.08,0.0800000000000001,-0.07,-0.07,-0.02,0.17,0.19,-0.05,0.03,0.0,0.04,-0.04,0.075,0.08972,0.08488999999999998,0.09455,0.457,0.5429999999999999,0.415,0.585,0.436,0.564
7,Jets @ Bengals,Bengals,Jets,-6.5,-1,5.5,True,False,-0.05,0.17,-0.05,0.09,-0.08000000000000002,-0.07999999999999999,-0.1,0.24,-0.04,0.16,-0.13999999999999999,0.05,0.07,-0.05,0.02,0.05,-0.04499999999999999,-0.060865,-0.0735,-0.048229999999999995,0.35,0.65,0.483,0.517,0.4165,0.5835
7,Browns @ Patriots,Patriots,Browns,-7.0,19,26.0,False,True,0.09,-0.04,-0.18,-0.07,0.24,0.2399999999999999,0.26,0.0,-0.27,0.03,0.56,-0.13,-0.11,-0.02,-0.2,-0.2,0.18000000000000002,0.22294000000000003,0.17924,0.26664000000000004,0.501,0.499,0.386,0.614,0.4435,0.5565
7,Bills @ Panthers,Bills,Panthers,-7.5,31,38.5,False,True,0.16,-0.02,-0.05,0.06,0.29000000000000004,0.29,0.17,-0.07,-0.1,0.1,0.44000000000000006,0.13,0.04,0.01,0.0,0.08,0.26,0.26072,0.25244000000000005,0.269,0.521,0.479,0.475,0.525,0.498,0.502
7,Bears @ Ravens,Ravens,Bears,-6.5,14,20.5,False,True,0.0,0.13,0.02,0.0,-0.15,-0.15,0.0,0.16,0.07,0.0,-0.23,0.0,0.07,-0.05,0.0,-0.020000000000000004,-0.125,-0.12962,-0.12731,-0.13193,0.489,0.511,0.467,0.5329999999999999,0.478,0.522
7,49ers @ Texans,Texans,49ers,-1.5,11,12.5,False,True,0.02,-0.13,0.0,0.03,0.18,0.18,0.05,-0.21,0.07,0.09,0.28,-0.03,-0.01,-0.11,-0.06,0.03,0.15500000000000003,0.17325,0.16974999999999998,0.17675000000000002,0.441,0.5589999999999999,0.413,0.5870000000000001,0.427,0.573
7,Buccaneers @ Saints,Buccaneers,Saints,-4.5,20,24.5,False,True,0.02,-0.08,-0.14,0.0,0.24000000000000002,0.24000000000000002,0.05,-0.06,-0.17,0.09,0.37,-0.03,-0.1,-0.08,-0.11,0.03999999999999998,0.205,0.23189499999999996,0.22776999999999997,0.23601999999999998,0.431,0.569,0.406,0.594,0.4185,0.5814999999999999
7,Cowboys @ Broncos,Broncos,Cowboys,-3.5,20,23.5,False,True,0.07,-0.07,0.14,0.15,0.15,0.1499999999999999,0.09,-0.08,0.21,0.19,0.15000000000000002,0.05,-0.06,0.01,0.1,0.2,0.17500000000000002,0.17110000000000003,0.1718,0.17040000000000005,0.436,0.564,0.408,0.5920000000000001,0.422,0.5780000000000001
7,Titans @ Colts,Colts,Titans,-14.0,24,38.0,False,True,0.23,-0.03,-0.21,0.1,0.5700000000000001,0.5700000000000001,0.27,-0.04,-0.26,0.18,0.75,0.16,-0.02,-0.11,0.01,0.30000000000000004,0.525,0.561675,0.5416500000000001,0.5817000000000001,0.46299999999999997,0.537,0.374,0.626,0.4185,0.5815
7,Packers @ Steelers,Packers,Steelers,-3.0,10,13.0,False,True,0.17,-0.02,0.05,0.07,0.21000000000000002,0.21,0.31,0.02,0.09,0.13,0.33,0.01,-0.08,-0.01,-0.02,0.08,0.20500000000000002,0.214625,0.208,0.22125,0.488,0.512,0.435,0.565,0.4615,0.5385
7,Commanders @ Chiefs,Chiefs,Commanders,-12.5,21,33.5,False,True,0.17,-0.06,0.0,0.07,0.30000000000000004,0.30000000000000004,0.22,-0.09,0.0,0.13,0.43999999999999995,0.07,0.0,0.0,-0.01,0.060000000000000005,0.24999999999999997,0.26538999999999996,0.27128,0.2595,0.444,0.556,0.475,0.525,0.4595,0.5405
