team,team_name,week,season,last_updated,epa_def_allowed_per_play,epa_off_per_play,epa_pass_def_allowed,epa_pass_off,epa_rush_def_allowed,epa_rush_off,net_epa_per_play,success_rate_def,success_rate_off,total_epa_def_allowed,total_epa_off
IND,Indianapolis Colts,11,2025,2025-11-12 17:36:17,-0.05,0.18,-0.06,0.15,-0.01,0.2,0.22999999999999998,0.45409999999999995,0.5073,-29.84,110.21
DET,Detroit Lions,11,2025,2025-11-12 17:36:17,-0.06,0.14,-0.05,0.26,-0.07,-0.01,0.2,0.4011,0.4711,-31.61,75.83
LA,Los Angeles Rams,11,2025,2025-11-12 17:36:17,-0.09,0.1,-0.07,0.24,-0.11,-0.09,0.19,0.42829999999999996,0.49560000000000004,-48.87,57.46
KC,Kansas City Chiefs,11,2025,2025-11-12 17:36:17,-0.02,0.16,-0.05,0.19,0.02,0.08,0.18,0.4497,0.4844,-11.06,89.67
HOU,Houston Texans,11,2025,2025-11-12 17:36:17,-0.14,0.01,-0.2,0.03,-0.05,-0.04,0.15000000000000002,0.38189999999999996,0.4152,-70.89,3.24
DEN,Denver Broncos,11,2025,2025-11-12 17:36:17,-0.11,0.02,-0.11,0.03,-0.1,0.0,0.13,0.36219999999999997,0.4105,-70.17,13.37
GB,Green Bay Packers,11,2025,2025-11-12 17:36:17,-0.01,0.12,0.03,0.22,-0.08,-0.02,0.13,0.4183,0.4739,-6.59,65.09
BUF,Buffalo Bills,11,2025,2025-11-12 17:36:17,0.02,0.14,-0.03,0.17,0.07,0.09,0.12000000000000001,0.4238,0.485,7.72,80.66
SEA,Seattle Seahawks,11,2025,2025-11-12 17:36:17,-0.06,0.06,-0.01,0.26,-0.15,-0.12,0.12,0.41850000000000004,0.45909999999999995,-35.99,31.32
NE,New England Patriots,11,2025,2025-11-12 17:36:17,-0.02,0.09,0.01,0.22,-0.08,-0.09,0.11,0.4476,0.4395,-11.65,54.25
PHI,Philadelphia Eagles,11,2025,2025-11-12 17:36:17,-0.03,0.05,-0.04,0.1,-0.01,-0.01,0.08,0.4409,0.4266,-16.45,25.71
LAC,Los Angeles Chargers,11,2025,2025-11-12 17:36:17,-0.06,0.02,-0.09,0.02,0.0,0.01,0.08,0.4036,0.4545,-32.08,12.46
TB,Tampa Bay Buccaneers,11,2025,2025-11-12 17:36:17,-0.05,0.02,-0.04,0.05,-0.07,-0.02,0.07,0.4224,0.42090000000000005,-29.26,13.23
CHI,Chicago Bears,11,2025,2025-11-12 17:36:17,0.02,0.08,0.05,0.09,-0.04,0.05,0.06,0.4597,0.4514,8.37,44.49
JAX,Jacksonville Jaguars,11,2025,2025-11-12 17:36:17,0.0,-0.01,0.02,-0.05,-0.04,0.06,-0.01,0.446,0.4407,-1.55,-3.16
ARI,Arizona Cardinals,11,2025,2025-11-12 17:36:17,0.01,-0.02,0.04,0.02,-0.05,-0.06,-0.03,0.4633,0.41619999999999996,4.71,-8.89
DAL,Dallas Cowboys,11,2025,2025-11-12 17:36:17,0.15,0.11,0.19,0.16,0.09,0.03,-0.039999999999999994,0.4932,0.4621,87.88,65.16
