week,game,favorite,underdog,spread,actual_margin,margin_vs_spread,underdog_covered,favorite_covered,fav_off_epa,fav_def_epa,dog_off_epa,dog_def_epa,matchup_epa_diff,net_epa_diff,fav_off_pass_epa,fav_def_pass_epa,dog_off_pass_epa,dog_def_pass_epa,matchup_pass_epa_diff,fav_off_rush_epa,fav_def_rush_epa,dog_off_rush_epa,dog_def_rush_epa,matchup_rush_epa_diff,matchup_rp_epa_diff,model_x_b_matchup_epa_diff,model_x_b_alt_matchup_epa_diff,fav_inverse_pass_epa,fav_inverse_rush_epa,dog_inverse_pass_epa,dog_inverse_rush_epa,fav_inverse_rush_vs_def_overall,fav_inverse_pass_vs_def_overall,dog_inverse_rush_vs_def_overall,dog_inverse_pass_vs_def_overall,fav_run_pct,fav_pass_pct,dog_run_pct,dog_pass_pct
5,49ers @ Rams,Rams,49ers,5.5,-3,-8.5,True,False,0.04,-0.1,0.0,0.03,0.17,0.17,0.18,-0.12,0.07,0.09,0.32,-0.16,-0.04,-0.11,-0.06,-0.07,0.125,0.09401000000000001,-0.24187999999999998,0.07542,-0.09296,0.02891,-0.06457,-0.12296,0.04542,0.03543,0.12891,0.419,0.581,0.413,0.5870000000000001
5,Vikings @ Browns,Vikings,Browns,3.5,4,0.5,False,True,-0.11,-0.04,-0.18,-0.07,0.04000000000000001,0.0399999999999999,-0.09,-0.08,-0.27,0.03,0.29000000000000004,-0.14,0.02,-0.02,-0.2,-0.34,-0.024999999999999994,-0.08982000000000001,0.057050000000000003,-0.03699,-0.08246,-0.10422000000000001,-0.01228,-0.012459999999999999,0.033010000000000005,0.02772,-0.06422,0.41100000000000003,0.589,0.386,0.614
5,Raiders @ Colts,Colts,Raiders,6.5,34,27.5,False,True,0.23,-0.03,-0.18,0.04,0.48,0.48,0.27,-0.04,-0.12,0.15,0.5800000000000001,0.16,-0.02,-0.26,-0.13,0.31000000000000005,0.44500000000000006,0.4359700000000001,0.2672300000000001,0.12501,0.08592000000000001,-0.0546,-0.14170000000000002,0.04592000000000001,0.08501,-0.11170000000000002,-0.024600000000000004,0.46299999999999997,0.537,0.455,0.545
5,Giants @ Saints,Saints,Giants,1.5,12,10.5,False,True,-0.14,0.0,-0.04,0.08,-0.02000000000000001,-0.020000000000000018,-0.17,0.09,-0.05,0.03,-0.18,-0.08,-0.11,-0.02,0.16,0.21000000000000002,0.015000000000000013,0.03908,-0.24214000000000002,-0.06902000000000001,-0.04752,-0.024,-0.010400000000000001,-0.12752,-0.14902,-0.010400000000000001,-0.024,0.406,0.594,0.48,0.52
5,Cowboys @ Jets,Cowboys,Jets,2.5,15,12.5,False,True,0.14,0.15,-0.05,0.09,0.13,0.13000000000000012,0.21,0.19,-0.04,0.16,0.22,0.01,0.1,-0.05,0.02,-0.020000000000000004,0.1,0.07041999999999998,0.25676999999999994,0.08567999999999999,0.005920000000000001,-0.01932,-0.02585,-0.08408,-0.004320000000000004,-0.17585,-0.16932,0.408,0.5920000000000001,0.483,0.517
5,Dolphins @ Panthers,Dolphins,Panthers,1.5,-3,-4.5,True,False,-0.01,0.11,-0.05,0.06,-0.010000000000000002,-0.009999999999999995,-0.02,0.17,-0.1,0.1,0.009999999999999995,0.0,0.04,0.01,0.0,-0.05,-0.020000000000000004,-0.026300000000000004,0.13394999999999999,-0.0083,0.0,-0.0475,0.00525,-0.06,-0.0683,-0.10475,-0.1575,0.415,0.585,0.475,0.525
5,Texans @ Ravens,Texans,Ravens,2.5,34,31.5,False,True,0.02,-0.13,0.0,0.13,0.28,0.28,0.05,-0.21,0.0,0.16,0.42000000000000004,-0.03,-0.01,0.0,0.07,0.05000000000000001,0.23500000000000001,0.22277,-0.5147200000000001,0.02205,-0.016769999999999997,0.0,0.0,-0.14677,-0.10795,0.13,0.13,0.441,0.5589999999999999,0.489,0.511
5,Titans @ Cardinals,Cardinals,Titans,8.5,-1,-9.5,True,False,0.0,0.02,-0.21,0.1,0.29000000000000004,0.29,0.0,0.07,-0.26,0.18,0.37,0.0,-0.08,-0.11,0.01,0.2,0.28500000000000003,0.2714,0.006099999999999994,0.0,0.0,-0.09724000000000001,-0.06886,-0.1,-0.1,-0.08886000000000001,-0.11724000000000001,0.42,0.58,0.374,0.626
5,Buccaneers @ Seahawks,Seahawks,Buccaneers,3.5,-3,-6.5,True,False,0.0,-0.04,0.02,-0.08,-0.06,-0.060000000000000005,0.0,0.04,0.05,-0.06,-0.15,0.0,-0.19,-0.03,-0.1,0.12,-0.015,0.00670999999999998,0.07552,0.0,0.0,0.02155,-0.01707,0.08,0.08,0.022930000000000002,0.06155,0.508,0.49200000000000005,0.431,0.569
5,Lions @ Bengals,Lions,Bengals,10.5,13,2.5,False,True,0.1,-0.1,-0.05,0.17,0.42000000000000004,0.42000000000000004,0.23,-0.08,-0.1,0.24,0.6499999999999999,-0.03,-0.13,0.05,0.07,0.12000000000000001,0.38499999999999995,0.37172,-0.43646,0.11592000000000001,-0.014879999999999999,-0.034999999999999996,0.0325,-0.18488000000000002,-0.05408,0.1325,0.065,0.504,0.496,0.35,0.65
5,Commanders @ Chargers,Chargers,Commanders,2.5,-17,-19.5,True,False,0.03,-0.01,0.0,0.07,0.11,0.11000000000000001,0.04,0.01,0.0,0.13,0.16,0.01,0.0,0.0,-0.01,0.0,0.08,0.06392999999999999,-0.13788,0.01616,0.00596,0.0,0.0,-0.06404000000000001,-0.053840000000000006,0.01,0.01,0.40399999999999997,0.596,0.475,0.525
5,Patriots @ Bills,Bills,Patriots,8.0,-3,-11.0,True,False,0.16,-0.02,0.09,-0.04,0.05,0.04999999999999999,0.17,-0.07,0.26,0.0,-0.01999999999999999,0.13,0.04,-0.13,-0.11,0.11,0.045000000000000005,0.047869999999999996,0.12545,0.08857000000000001,0.06227,0.13026000000000001,-0.06487,0.10227,0.12857000000000002,-0.04486999999999999,0.15026,0.521,0.479,0.501,0.499
5,Chiefs @ Jaguars,Chiefs,Jaguars,3.5,-3,-6.5,True,False,0.17,-0.06,-0.01,-0.04,0.2,0.2,0.22,-0.09,-0.04,-0.02,0.33,0.07,0.0,0.05,-0.06,-0.039999999999999994,0.14500000000000002,0.11798,0.08341000000000004,0.09768,0.03892000000000001,-0.01636,0.02955,0.07892000000000002,0.13768,0.08954999999999999,0.04364,0.444,0.556,0.409,0.591
6,Broncos @ Jets,Broncos,Jets,7.5,2,-5.5,True,False,0.07,-0.07,-0.05,0.09,0.28,0.28,0.09,-0.08,-0.04,0.16,0.37,0.05,-0.06,-0.05,0.02,0.18,0.275,0.26331,-0.20739000000000002,0.03924,0.0282,-0.01932,-0.02585,-0.061799999999999994,-0.05076,0.04415000000000001,0.05068,0.436,0.564,0.483,0.517
6,Cardinals @ Colts,Colts,Cardinals,6.5,4,-2.5,True,False,0.23,-0.03,0.0,0.02,0.28,0.28,0.27,-0.04,0.0,0.07,0.38,0.16,-0.02,0.0,-0.08,0.1,0.24,0.22878,0.11093000000000003,0.12501,0.08592000000000001,0.0,0.0,0.06592,0.10501,0.03,0.03,0.46299999999999997,0.537,0.42,0.58
6,Chargers @ Dolphins,Chargers,Dolphins,4.5,2,-2.5,True,False,0.03,-0.01,-0.01,0.11,0.16,0.16,0.04,0.01,-0.02,0.17,0.22000000000000003,0.01,0.0,0.0,0.04,0.05,0.135,0.11878999999999999,-0.20958,0.01616,0.00596,-0.0083,0.0,-0.10404,-0.09384,0.01,0.0017000000000000001,0.40399999999999997,0.596,0.415,0.585
6,Patriots @ Saints,Patriots,Saints,3.5,6,2.5,False,True,0.09,-0.04,-0.14,0.0,0.27,0.27,0.26,0.0,-0.17,0.09,0.52,-0.13,-0.11,-0.08,-0.11,-0.04999999999999999,0.23500000000000001,0.23747,0.10193000000000002,0.13026000000000001,-0.06487,-0.06902000000000001,-0.04752,-0.06487,0.13026000000000001,-0.007519999999999999,-0.02902000000000001,0.501,0.499,0.406,0.594
6,Browns @ Steelers,Steelers,Browns,5.0,14,9.0,False,True,0.05,0.07,-0.18,-0.07,0.08999999999999998,0.0899999999999999,0.09,0.13,-0.27,0.03,0.26,-0.01,-0.02,-0.02,-0.2,-0.17,0.045,0.012150000000000008,0.43,0.03915,-0.00565,-0.10422000000000001,-0.01228,0.06435,0.10915,-0.08228,-0.17422,0.435,0.565,0.386,0.614
6,Cowboys @ Panthers,Cowboys,Panthers,3.5,-3,-6.5,True,False,0.14,0.15,-0.05,0.06,0.10000000000000002,0.1000000000000001,0.21,0.19,-0.1,0.1,0.22,0.01,0.1,0.01,0.0,-0.1,0.06,0.031899999999999984,0.31385,0.08567999999999999,0.005920000000000001,-0.0475,0.00525,-0.054079999999999996,0.025679999999999994,-0.14475,-0.1975,0.408,0.5920000000000001,0.475,0.525
6,Seahawks @ Jaguars,Seahawks,Jaguars,1.5,8,6.5,False,True,0.0,-0.04,-0.01,-0.04,0.010000000000000002,0.010000000000000002,0.0,0.04,-0.04,-0.02,-0.02,0.0,-0.19,0.05,-0.06,0.08000000000000002,0.030000000000000006,0.04306000000000001,-0.013189999999999993,0.0,0.0,-0.01636,0.02955,0.04,0.04,0.06955,0.02364,0.508,0.49200000000000005,0.409,0.591
6,Rams @ Ravens,Rams,Ravens,7.5,14,6.5,False,True,0.04,-0.1,0.0,0.13,0.27,0.27,0.18,-0.12,0.0,0.16,0.45999999999999996,-0.16,-0.04,0.0,0.07,-0.049999999999999996,0.205,0.16929,-0.47754,0.07542,-0.09296,0.0,0.0,-0.22296,-0.054580000000000004,0.1,0.1,0.419,0.581,0.489,0.511
6,Titans @ Raiders,Raiders,Titans,4.5,10,5.5,False,True,-0.18,0.04,-0.21,0.1,0.09,0.09,-0.12,0.15,-0.26,0.18,0.17,-0.26,-0.13,-0.11,0.01,-0.010000000000000009,0.08,0.08243,-0.15020000000000003,-0.0546,-0.14170000000000002,-0.09724000000000001,-0.06886,-0.24170000000000003,-0.15460000000000002,-0.10886000000000001,-0.13724,0.455,0.545,0.374,0.626
6,Bengals @ Packers,Packers,Bengals,14.5,9,-5.5,True,False,0.17,-0.02,-0.05,0.17,0.41000000000000003,0.41000000000000003,0.31,0.02,-0.1,0.24,0.63,0.01,-0.08,0.05,0.07,0.11,0.37,0.35685999999999996,-0.22110000000000002,0.15128,0.00512,-0.034999999999999996,0.0325,-0.16488,-0.018720000000000014,0.052500000000000005,-0.014999999999999996,0.488,0.512,0.35,0.65
6,49ers @ Buccaneers,49ers,Buccaneers,3.0,-11,-14.0,True,False,0.0,0.03,0.02,-0.08,-0.13,-0.13,0.07,0.09,0.05,-0.06,-0.13,-0.11,-0.06,-0.03,-0.1,-0.12000000000000002,-0.125,-0.12827000000000002,0.17986000000000002,0.02891,-0.06457,0.02155,-0.01707,0.01543,0.10891,-0.04707,-0.00845,0.413,0.5870000000000001,0.431,0.569
6,Lions @ Chiefs,Chiefs,Lions,2.5,13,10.5,False,True,0.17,-0.06,0.1,-0.1,0.03,0.03,0.22,-0.09,0.23,-0.08,0.0,0.07,0.0,-0.03,-0.13,-0.03,-0.015,-0.026880000000000015,0.11556,0.09768,0.03892000000000001,0.11592000000000001,-0.014879999999999999,0.13892000000000002,0.19768000000000002,0.04512,0.17592000000000002,0.444,0.556,0.504,0.496
6,Bills @ Falcons,Bills,Falcons,4.5,-10,-14.5,True,False,0.16,-0.02,-0.06,-0.02,0.22000000000000003,0.2199999999999999,0.17,-0.07,-0.07,-0.07,0.24000000000000002,0.13,0.04,-0.05,0.03,0.17,0.20500000000000002,0.19815000000000005,0.20998,0.08857000000000001,0.06227,-0.031990000000000005,-0.027149999999999997,0.08227,0.10857000000000001,-0.007149999999999997,-0.011990000000000004,0.521,0.479,0.457,0.5429999999999999
6,Bears @ Commanders,Commanders,Bears,4.5,-1,-5.5,True,False,0.0,0.07,0.02,0.0,-0.09000000000000001,-0.09000000000000001,0.0,0.13,0.07,0.0,-0.2,0.0,-0.01,-0.05,0.0,0.060000000000000005,-0.07,-0.061420000000000016,0.13396,0.0,0.0,0.032690000000000004,-0.026649999999999997,0.0,0.0,-0.09665,-0.03731,0.475,0.525,0.467,0.5329999999999999
7,Steelers @ Bengals,Bengals,Steelers,3.5,2,-1.5,True,False,-0.05,0.17,0.05,0.07,-0.2,-0.2,-0.1,0.24,0.09,0.13,-0.29999999999999993,0.05,0.07,-0.01,-0.02,-0.030000000000000002,-0.16499999999999998,-0.14745,0.16399999999999998,-0.034999999999999996,0.0325,0.03915,-0.00565,-0.037500000000000006,-0.10500000000000001,-0.17565,-0.13085000000000002,0.35,0.65,0.435,0.565
7,Rams @ Jaguars,Rams,Jaguars,3.5,28,24.5,False,True,0.04,-0.1,-0.01,-0.04,0.11,0.11000000000000001,0.18,-0.12,-0.04,-0.02,0.32,-0.16,-0.04,0.05,-0.06,-0.23,0.045,-0.0012499999999999872,-0.15073,0.07542,-0.09296,-0.01636,0.02955,-0.05296,0.11542,0.12955,0.08364,0.419,0.581,0.409,0.591
7,Saints @ Bears,Bears,Saints,3.5,12,8.5,False,True,0.02,0.0,-0.14,0.0,0.16,0.16,0.07,0.0,-0.17,0.09,0.33,-0.05,0.0,-0.08,-0.11,-0.08,0.125,0.10598000000000002,0.12258000000000001,0.032690000000000004,-0.026649999999999997,-0.06902000000000001,-0.04752,-0.026649999999999997,0.032690000000000004,-0.04752,-0.06902000000000001,0.467,0.5329999999999999,0.406,0.594
7,Dolphins @ Browns,Browns,Dolphins,3.5,25,21.5,False,True,-0.18,-0.07,-0.01,0.11,0.010000000000000009,0.010000000000000092,-0.27,0.03,-0.02,0.17,-0.11,-0.02,-0.2,0.0,0.04,0.22,0.055,0.08653,-0.46820000000000006,-0.10422000000000001,-0.01228,-0.0083,0.0,-0.12228,-0.21422000000000002,0.07,0.061700000000000005,0.386,0.614,0.415,0.585
7,Patriots @ Titans,Patriots,Titans,3.5,18,14.5,False,True,0.09,-0.04,-0.21,0.1,0.44,0.44,0.26,0.0,-0.26,0.18,0.7,-0.13,-0.11,-0.11,0.01,0.09999999999999999,0.39999999999999997,0.39552000000000004,-0.04851,0.13026000000000001,-0.06487,-0.09724000000000001,-0.06886,-0.16487000000000002,0.03026000000000001,-0.028860000000000004,-0.057240000000000006,0.501,0.499,0.374,0.626
7,Raiders @ Chiefs,Chiefs,Raiders,7.5,31,23.5,False,True,0.17,-0.06,-0.18,0.04,0.45,0.45,0.22,-0.09,-0.12,0.15,0.58,0.07,0.0,-0.26,-0.13,0.2,0.39,0.36817,0.13290000000000005,0.09768,0.03892000000000001,-0.0546,-0.14170000000000002,-0.0010799999999999907,0.05768,-0.08170000000000002,0.005399999999999995,0.444,0.556,0.455,0.545
7,Panthers @ Jets,Jets,Panthers,3.5,-7,-10.5,True,False,-0.05,0.09,-0.05,0.06,-0.03,-0.030000000000000013,-0.04,0.16,-0.1,0.1,6.938893903907228e-18,-0.05,0.02,0.01,0.0,-0.08,-0.039999999999999994,-0.04112,0.05708000000000002,-0.01932,-0.02585,-0.0475,0.00525,-0.08585,-0.07932,-0.08474999999999999,-0.1375,0.483,0.517,0.475,0.525
7,Giants @ Broncos,Broncos,Giants,3.5,1,-2.5,True,False,0.07,-0.07,-0.04,0.08,0.26,0.26,0.09,-0.08,-0.05,0.03,0.25,0.05,-0.06,-0.02,0.16,0.29000000000000004,0.27,0.27476,-0.19816,0.03924,0.0282,-0.024,-0.010400000000000001,-0.0518,-0.040760000000000005,0.05960000000000001,0.046000000000000006,0.436,0.564,0.48,0.52
7,Colts @ Chargers,Colts,Chargers,3.5,14,10.5,False,True,0.23,-0.03,0.03,-0.01,0.22,0.22,0.27,-0.04,0.04,0.01,0.28,0.16,-0.02,0.01,0.0,0.17,0.22500000000000003,0.22152000000000002,0.14881000000000003,0.12501,0.08592000000000001,0.01616,0.00596,0.09592,0.13501000000000002,0.03596,0.04616,0.46299999999999997,0.537,0.40399999999999997,0.596
7,Commanders @ Cowboys,Cowboys,Commanders,7.5,22,14.5,False,True,0.14,0.15,0.0,0.07,0.060000000000000026,0.06000000000000011,0.21,0.19,0.0,0.13,0.14999999999999997,0.01,0.1,0.0,-0.01,-0.1,0.02499999999999998,-0.004030000000000006,0.25159999999999993,0.08567999999999999,0.005920000000000001,0.0,0.0,-0.06408000000000001,0.015679999999999986,-0.15,-0.15,0.408,0.5920000000000001,0.475,0.525
7,Packers @ Cardinals,Packers,Cardinals,3.5,4,0.5,True,False,0.17,-0.02,0.0,0.02,0.21,0.21,0.31,0.02,0.0,0.07,0.36,0.01,-0.08,0.0,-0.08,0.009999999999999995,0.185,0.1876,0.0764,0.15128,0.00512,0.0,0.0,-0.01488,0.13128,0.02,0.02,0.488,0.512,0.42,0.58
7,Falcons @ 49ers,49ers,Falcons,7.5,10,2.5,False,True,0.0,0.03,-0.06,-0.02,0.009999999999999998,0.009999999999999898,0.07,0.09,-0.07,-0.07,-0.01999999999999999,-0.11,-0.06,-0.05,0.03,0.03,0.0050000000000000044,0.0036299999999999943,0.12348,0.02891,-0.06457,-0.031990000000000005,-0.027149999999999997,-0.04457,0.04891,-0.05714999999999999,-0.06199,0.413,0.5870000000000001,0.457,0.5429999999999999
7,Buccaneers @ Lions,Lions,Buccaneers,7.5,15,7.5,False,True,0.1,-0.1,0.02,-0.08,0.1,0.1,0.23,-0.08,0.05,-0.06,0.2,-0.03,-0.13,-0.03,-0.1,0.03,0.115,0.12517,0.05656,0.11592000000000001,-0.014879999999999999,0.02155,-0.01707,0.06512,0.19592,0.08293,0.12155,0.504,0.496,0.431,0.569
7,Texans @ Seahawks,Seahawks,Texans,3.5,8,4.5,False,True,0.0,-0.04,0.02,-0.13,-0.11,-0.10999999999999999,0.0,0.04,0.05,-0.21,-0.3,0.0,-0.19,-0.03,-0.01,0.21,-0.045,-0.02831000000000003,0.17472,0.0,0.0,0.02205,-0.016769999999999997,0.13,0.13,0.023230000000000004,0.06205,0.508,0.49200000000000005,0.441,0.5589999999999999
7,Vikings @ Chargers,Chargers,Vikings,-3.5,27,30.5,False,True,0.03,-0.01,-0.11,-0.04,0.10999999999999999,0.11000000000000001,0.04,0.01,-0.09,-0.08,0.04,0.01,0.0,-0.14,0.02,0.17,0.10500000000000001,0.11706,0.14157000000000003,0.01616,0.00596,-0.03699,-0.08246,0.04596,0.026160000000000003,-0.07246000000000001,0.003009999999999999,0.40399999999999997,0.596,0.41100000000000003,0.589
7,Dolphins @ Falcons,Falcons,Dolphins,-7.5,-24,-16.5,True,False,-0.06,-0.02,-0.01,0.11,0.08,0.0800000000000001,-0.07,-0.07,-0.02,0.17,0.19,-0.05,0.03,0.0,0.04,-0.04,0.075,0.06007,-0.050839999999999996,-0.031990000000000005,-0.027149999999999997,-0.0083,0.0,-0.13715,-0.011990000000000004,0.02,-0.1183,0.457,0.5429999999999999,0.415,0.585
7,Jets @ Bengals,Bengals,Jets,-6.5,-1,5.5,True,False,-0.05,0.17,-0.05,0.09,-0.08000000000000002,-0.07999999999999999,-0.1,0.24,-0.04,0.16,-0.13999999999999999,0.05,0.07,-0.05,0.02,0.05,-0.04499999999999999,-0.04043999999999999,0.04267000000000004,-0.034999999999999996,0.0325,-0.01932,-0.02585,-0.057499999999999996,-0.20500000000000002,-0.19585000000000002,-0.10932,0.35,0.65,0.483,0.517
7,Browns @ Patriots,Patriots,Browns,-7.0,19,26.0,False,True,0.09,-0.04,-0.18,-0.07,0.24,0.2399999999999999,0.26,0.0,-0.27,0.03,0.56,-0.13,-0.11,-0.02,-0.2,-0.2,0.18000000000000002,0.16466000000000003,0.18189000000000005,0.13026000000000001,-0.06487,-0.10422000000000001,-0.01228,0.0051300000000000096,0.17026000000000002,0.02772,-0.03422,0.501,0.499,0.386,0.614
7,Bills @ Panthers,Bills,Panthers,-7.5,31,38.5,False,True,0.16,-0.02,-0.05,0.06,0.29000000000000004,0.29,0.17,-0.07,-0.1,0.1,0.44000000000000006,0.13,0.04,0.01,0.0,0.08,0.26,0.25744,0.19309,0.08857000000000001,0.06227,-0.0475,0.00525,0.002270000000000001,0.10857000000000001,0.02525,-0.1075,0.521,0.479,0.475,0.525
7,Bears @ Ravens,Ravens,Bears,-6.5,14,20.5,False,True,0.0,0.13,0.02,0.0,-0.15,-0.15,0.0,0.16,0.07,0.0,-0.23,0.0,0.07,-0.05,0.0,-0.020000000000000004,-0.125,-0.11807000000000001,-0.00603999999999999,0.0,0.0,0.032690000000000004,-0.026649999999999997,0.0,-0.13,-0.15665,0.032690000000000004,0.489,0.511,0.467,0.5329999999999999
7,49ers @ Texans,Texans,49ers,-1.5,11,12.5,False,True,0.02,-0.13,0.0,0.03,0.18,0.18,0.05,-0.21,0.07,0.09,0.28,-0.03,-0.01,-0.11,-0.06,0.03,0.15500000000000003,0.13968999999999998,0.04094000000000002,0.02205,-0.016769999999999997,0.02891,-0.06457,-0.04676999999999999,0.15205000000000002,0.06543,-0.0010899999999999972,0.441,0.5589999999999999,0.413,0.5870000000000001
7,Buccaneers @ Saints,Buccaneers,Saints,-4.5,20,24.5,False,True,0.02,-0.08,-0.14,0.0,0.24000000000000002,0.24000000000000002,0.05,-0.06,-0.17,0.09,0.37,-0.03,-0.1,-0.08,-0.11,0.03999999999999998,0.205,0.18098000000000003,0.12102000000000002,0.02155,-0.01707,-0.06902000000000001,-0.04752,-0.01707,0.10155,0.03248,-0.06902000000000001,0.431,0.569,0.406,0.594
7,Cowboys @ Broncos,Broncos,Cowboys,-3.5,20,23.5,False,True,0.07,-0.07,0.14,0.15,0.15,0.1499999999999999,0.09,-0.08,0.21,0.19,0.15000000000000002,0.05,-0.06,0.01,0.1,0.2,0.17500000000000002,0.18324,-0.024159999999999987,0.03924,0.0282,0.08567999999999999,0.005920000000000001,-0.12179999999999999,0.10924,0.07592,-0.06432,0.436,0.564,0.408,0.5920000000000001
7,Titans @ Colts,Colts,Titans,-14.0,24,38.0,False,True,0.23,-0.03,-0.21,0.1,0.5700000000000001,0.5700000000000001,0.27,-0.04,-0.26,0.18,0.75,0.16,-0.02,-0.11,0.01,0.30000000000000004,0.525,0.49322000000000005,0.37703000000000003,0.12501,0.08592000000000001,-0.09724000000000001,-0.06886,-0.014079999999999995,0.15501,-0.038860000000000006,-0.19724000000000003,0.46299999999999997,0.537,0.374,0.626
7,Packers @ Steelers,Packers,Steelers,-3.0,10,13.0,False,True,0.17,-0.02,0.05,0.07,0.21000000000000002,0.21,0.31,0.02,0.09,0.13,0.33,0.01,-0.08,-0.01,-0.02,0.08,0.20500000000000002,0.21259999999999998,0.12289999999999998,0.15128,0.00512,0.03915,-0.00565,-0.06488000000000001,0.17128,0.014350000000000002,-0.03085000000000001,0.488,0.512,0.435,0.565
7,Commanders @ Chiefs,Chiefs,Commanders,-12.5,21,33.5,False,True,0.17,-0.06,0.0,0.07,0.30000000000000004,0.30000000000000004,0.22,-0.09,0.0,0.13,0.43999999999999995,0.07,0.0,0.0,-0.01,0.060000000000000005,0.24999999999999997,0.23151,0.1366,0.09768,0.03892000000000001,0.0,0.0,-0.031079999999999997,0.15768,0.06,-0.07,0.444,0.556,0.475,0.525
