week,game,favorite,underdog,spread,actual_margin,margin_vs_spread,underdog_covered,favorite_covered,fav_off_epa,fav_def_epa,dog_off_epa,dog_def_epa,matchup_epa_diff,net_epa_diff,fav_off_pass_epa,fav_def_pass_epa,dog_off_pass_epa,dog_def_pass_epa,matchup_pass_epa_diff,fav_off_rush_epa,fav_def_rush_epa,dog_off_rush_epa,dog_def_rush_epa,matchup_rush_epa_diff,matchup_rp_epa_diff,fav_weighted_rp_epa,dog_weighted_rp_epa,corrected_matchup_rp_epa_diff,fav_pass_epa_diff,fav_run_epa_diff,dog_pass_epa_diff,dog_run_epa_diff,fav_run_pct,fav_pass_pct,dog_run_pct,dog_pass_pct
5,49ers @ Rams,Rams,49ers,5.5,-3,-8.5,True,False,0.04,-0.1,0.0,0.03,0.17,0.17,0.18,-0.12,0.07,0.09,0.32,-0.16,-0.04,-0.11,-0.06,-0.07,0.125,0.01038999999999999,-0.08262000000000003,0.09301000000000001,0.052289999999999996,-0.04190000000000001,-0.11153000000000002,0.028909999999999998,0.419,0.581,0.413,0.5870000000000001
5,Vikings @ Browns,Vikings,Browns,3.5,4,0.5,False,True,-0.11,-0.04,-0.18,-0.07,0.04000000000000001,0.0399999999999999,-0.09,-0.08,-0.27,0.03,0.29000000000000004,-0.14,0.02,-0.02,-0.2,-0.34,-0.024999999999999994,-0.04601999999999999,0.13210000000000002,-0.17812,-0.07067999999999999,0.02466,0.11666000000000001,0.01544,0.41100000000000003,0.589,0.386,0.614
5,Raiders @ Colts,Colts,Raiders,6.5,34,27.5,False,True,0.23,-0.03,-0.18,0.04,0.48,0.48,0.27,-0.04,-0.12,0.15,0.5800000000000001,0.16,-0.02,-0.26,-0.13,0.31000000000000005,0.44500000000000006,0.19871,0.1528,0.045910000000000006,0.06444000000000001,0.13427,0.0436,0.1092,0.46299999999999997,0.537,0.455,0.545
5,Giants @ Saints,Saints,Giants,1.5,12,10.5,False,True,-0.14,0.0,-0.04,0.08,-0.02000000000000001,-0.020000000000000018,-0.17,0.09,-0.05,0.03,-0.18,-0.08,-0.11,-0.02,0.16,0.21000000000000002,0.015000000000000013,-0.21624,0.0296,-0.24584,-0.1188,-0.09744,0.0728,-0.0432,0.406,0.594,0.48,0.52
5,Cowboys @ Jets,Cowboys,Jets,2.5,15,12.5,False,True,0.14,0.15,-0.05,0.09,0.13,0.13000000000000012,0.21,0.19,-0.04,0.16,0.22,0.01,0.1,-0.05,0.02,-0.020000000000000004,0.1,0.02552,0.19136,-0.16584,0.0296,-0.004079999999999999,0.11891,0.07245,0.408,0.5920000000000001,0.483,0.517
5,Dolphins @ Panthers,Dolphins,Panthers,1.5,-3,-4.5,True,False,-0.01,0.11,-0.05,0.06,-0.010000000000000002,-0.009999999999999995,-0.02,0.17,-0.1,0.1,0.009999999999999995,0.0,0.04,0.01,0.0,-0.05,-0.020000000000000004,-0.0702,0.15600000000000003,-0.2262,-0.0702,0.0,0.14175000000000001,0.014249999999999999,0.415,0.585,0.475,0.525
5,Texans @ Ravens,Texans,Ravens,2.5,34,31.5,False,True,0.02,-0.13,0.0,0.13,0.28,0.28,0.05,-0.21,0.0,0.16,0.42000000000000004,-0.03,-0.01,0.0,0.07,0.05000000000000001,0.23500000000000001,-0.10558999999999999,-0.11220000000000001,0.006610000000000019,-0.06148999999999999,-0.0441,-0.10731,-0.00489,0.441,0.5589999999999999,0.489,0.511
5,Titans @ Cardinals,Cardinals,Titans,8.5,-1,-9.5,True,False,0.0,0.02,-0.21,0.1,0.29000000000000004,0.29,0.0,0.07,-0.26,0.18,0.37,0.0,-0.08,-0.11,0.01,0.2,0.28500000000000003,-0.10859999999999999,0.21780000000000002,-0.3264,-0.10439999999999999,-0.0042,0.20658,0.01122,0.42,0.58,0.374,0.626
5,Buccaneers @ Seahawks,Seahawks,Buccaneers,3.5,-3,-6.5,True,False,0.0,-0.04,0.02,-0.08,-0.06,-0.060000000000000005,0.0,0.04,0.05,-0.06,-0.15,0.0,-0.19,-0.03,-0.1,0.12,-0.015,0.08032,-0.07465000000000001,0.15497,0.02952,0.050800000000000005,-0.005690000000000001,-0.06896000000000001,0.508,0.49200000000000005,0.431,0.569
5,Lions @ Bengals,Lions,Bengals,10.5,13,2.5,False,True,0.1,-0.1,-0.05,0.17,0.42000000000000004,0.42000000000000004,0.23,-0.08,-0.1,0.24,0.6499999999999999,-0.03,-0.13,0.05,0.07,0.12000000000000001,0.38499999999999995,-0.05536,-0.05,-0.005359999999999997,-0.004959999999999992,-0.05040000000000001,0.012999999999999998,-0.063,0.504,0.496,0.35,0.65
5,Commanders @ Chargers,Chargers,Commanders,2.5,-17,-19.5,True,False,0.03,-0.01,0.0,0.07,0.11,0.11000000000000001,0.04,0.01,0.0,0.13,0.16,0.01,0.0,0.0,-0.01,0.0,0.08,-0.04555999999999999,0.00525,-0.05080999999999999,-0.05363999999999999,0.00808,0.00525,0.0,0.40399999999999997,0.596,0.475,0.525
5,Patriots @ Bills,Bills,Patriots,8.0,-3,-11.0,True,False,0.16,-0.02,0.09,-0.04,0.05,0.04999999999999999,0.17,-0.07,0.26,0.0,-0.01999999999999999,0.13,0.04,-0.13,-0.11,0.11,0.045000000000000005,0.20647,-0.07949999999999997,0.28596999999999995,0.08143,0.12503999999999998,-0.16466999999999998,0.08517000000000001,0.521,0.479,0.501,0.499
5,Chiefs @ Jaguars,Chiefs,Jaguars,3.5,-3,-6.5,True,False,0.17,-0.06,-0.01,-0.04,0.2,0.2,0.22,-0.09,-0.04,-0.02,0.33,0.07,0.0,0.05,-0.06,-0.039999999999999994,0.14500000000000002,0.19116,-0.049999999999999996,0.24115999999999999,0.13344,0.05772000000000001,-0.029549999999999996,-0.02045,0.444,0.556,0.409,0.591
6,Broncos @ Jets,Broncos,Jets,7.5,2,-5.5,True,False,0.07,-0.07,-0.05,0.09,0.28,0.28,0.09,-0.08,-0.04,0.16,0.37,0.05,-0.06,-0.05,0.02,0.18,0.275,-0.026399999999999993,-0.025509999999999998,-0.000889999999999995,-0.039479999999999994,0.01308,-0.02068,-0.0048299999999999975,0.436,0.564,0.483,0.517
6,Cardinals @ Colts,Colts,Cardinals,6.5,4,-2.5,True,False,0.23,-0.03,0.0,0.02,0.28,0.28,0.27,-0.04,0.0,0.07,0.38,0.16,-0.02,0.0,-0.08,0.1,0.24,0.21852,-0.031599999999999996,0.25012,0.1074,0.11112,-0.0232,-0.0084,0.46299999999999997,0.537,0.42,0.58
6,Chargers @ Dolphins,Chargers,Dolphins,4.5,2,-2.5,True,False,0.03,-0.01,-0.01,0.11,0.16,0.16,0.04,0.01,-0.02,0.17,0.22000000000000003,0.01,0.0,0.0,0.04,0.05,0.135,-0.08960000000000001,0.01755,-0.10715000000000001,-0.07748000000000001,-0.01212,0.01755,0.0,0.40399999999999997,0.596,0.415,0.585
6,Patriots @ Saints,Patriots,Saints,3.5,6,2.5,False,True,0.09,-0.04,-0.14,0.0,0.27,0.27,0.26,0.0,-0.17,0.09,0.52,-0.13,-0.11,-0.08,-0.11,-0.04999999999999999,0.23500000000000001,0.07480999999999999,0.08879999999999999,-0.013990000000000002,0.08482999999999999,-0.010020000000000008,0.10098,-0.012180000000000003,0.501,0.499,0.406,0.594
6,Browns @ Steelers,Steelers,Browns,5.0,14,9.0,False,True,0.05,0.07,-0.18,-0.07,0.08999999999999998,0.0899999999999999,0.09,0.13,-0.27,0.03,0.26,-0.01,-0.02,-0.02,-0.2,-0.17,0.045,0.11655,0.2456,-0.12905,0.0339,0.08265,0.2456,0.0,0.435,0.565,0.386,0.614
6,Cowboys @ Panthers,Cowboys,Panthers,3.5,-3,-6.5,True,False,0.14,0.15,-0.05,0.06,0.10000000000000002,0.1000000000000001,0.21,0.19,-0.1,0.1,0.22,0.01,0.1,0.01,0.0,-0.1,0.06,0.06920000000000001,0.195,-0.1258,0.06512000000000001,0.004079999999999999,0.15225,0.04275,0.408,0.5920000000000001,0.475,0.525
6,Seahawks @ Jaguars,Seahawks,Jaguars,1.5,8,6.5,False,True,0.0,-0.04,-0.01,-0.04,0.010000000000000002,0.010000000000000002,0.0,0.04,-0.04,-0.02,-0.02,0.0,-0.19,0.05,-0.06,0.08000000000000002,0.030000000000000006,0.04032,-0.05088,0.0912,0.009840000000000002,0.03048,0.047279999999999996,-0.09816,0.508,0.49200000000000005,0.409,0.591
6,Rams @ Ravens,Rams,Ravens,7.5,14,6.5,False,True,0.04,-0.1,0.0,0.13,0.27,0.27,0.18,-0.12,0.0,0.16,0.45999999999999996,-0.16,-0.04,0.0,0.07,-0.049999999999999996,0.205,-0.08475000000000002,-0.08088000000000001,-0.0038700000000000123,0.011619999999999991,-0.09637000000000001,-0.06132,-0.01956,0.419,0.581,0.489,0.511
6,Titans @ Raiders,Raiders,Titans,4.5,10,5.5,False,True,-0.18,0.04,-0.21,0.1,0.09,0.09,-0.12,0.15,-0.26,0.18,0.17,-0.26,-0.13,-0.11,0.01,-0.010000000000000009,0.08,-0.28635,0.24918,-0.5355300000000001,-0.1635,-0.12285,0.25666,-0.0074800000000000005,0.455,0.545,0.374,0.626
6,Bengals @ Packers,Packers,Bengals,14.5,9,-5.5,True,False,0.17,-0.02,-0.05,0.17,0.41000000000000003,0.41000000000000003,0.31,0.02,-0.1,0.24,0.63,0.01,-0.08,0.05,0.07,0.11,0.37,0.006559999999999993,0.0325,-0.025940000000000008,0.03584,-0.029280000000000004,0.078,-0.0455,0.488,0.512,0.35,0.65
6,49ers @ Buccaneers,49ers,Buccaneers,3.0,-11,-14.0,True,False,0.0,0.03,0.02,-0.08,-0.13,-0.13,0.07,0.09,0.05,-0.06,-0.13,-0.11,-0.06,-0.03,-0.1,-0.12000000000000002,-0.125,0.07218000000000002,0.009829999999999993,0.06235000000000003,0.07631000000000002,-0.004129999999999995,0.022759999999999992,-0.012929999999999999,0.413,0.5870000000000001,0.431,0.569
6,Lions @ Chiefs,Chiefs,Lions,2.5,13,10.5,False,True,0.17,-0.06,0.1,-0.1,0.03,0.03,0.22,-0.09,0.23,-0.08,0.0,0.07,0.0,-0.03,-0.13,-0.03,-0.015,0.2556,-0.1436,0.3992,0.1668,0.0888,-0.15872,0.01512,0.444,0.556,0.504,0.496
6,Bills @ Falcons,Bills,Falcons,4.5,-10,-14.5,True,False,0.16,-0.02,-0.06,-0.02,0.22000000000000003,0.2199999999999999,0.17,-0.07,-0.07,-0.07,0.24000000000000002,0.13,0.04,-0.05,0.03,0.17,0.20500000000000002,0.16706,0.04113,0.12593,0.11496,0.052099999999999994,0.0,0.04113,0.521,0.479,0.457,0.5429999999999999
6,Bears @ Commanders,Commanders,Bears,4.5,-1,-5.5,True,False,0.0,0.07,0.02,0.0,-0.09000000000000001,-0.09000000000000001,0.0,0.13,0.07,0.0,-0.2,0.0,-0.01,-0.05,0.0,0.060000000000000005,-0.07,0.0,0.05066,-0.05066,0.0,0.0,0.031979999999999995,0.018680000000000002,0.475,0.525,0.467,0.5329999999999999
7,Steelers @ Bengals,Bengals,Steelers,3.5,2,-1.5,True,False,-0.05,0.17,0.05,0.07,-0.2,-0.2,-0.1,0.24,0.09,0.13,-0.29999999999999993,0.05,0.07,-0.01,-0.02,-0.030000000000000002,-0.16499999999999998,-0.12500000000000003,0.11954999999999998,-0.24455,-0.14950000000000002,0.024499999999999997,0.08474999999999998,0.0348,0.35,0.65,0.435,0.565
7,Rams @ Jaguars,Rams,Jaguars,3.5,28,24.5,False,True,0.04,-0.1,-0.01,-0.04,0.11,0.11000000000000001,0.18,-0.12,-0.04,-0.02,0.32,-0.16,-0.04,0.05,-0.06,-0.23,0.045,0.07429999999999999,-0.08409,0.15838999999999998,0.1162,-0.04190000000000001,-0.04728,-0.036809999999999996,0.419,0.581,0.409,0.591
7,Saints @ Bears,Bears,Saints,3.5,12,8.5,False,True,0.02,0.0,-0.14,0.0,0.16,0.16,0.07,0.0,-0.17,0.09,0.33,-0.05,0.0,-0.08,-0.11,-0.08,0.125,0.017360000000000007,0.13346,-0.11609999999999998,-0.010659999999999996,0.028020000000000003,0.10098,0.03248,0.467,0.5329999999999999,0.406,0.594
7,Dolphins @ Browns,Browns,Dolphins,3.5,25,21.5,False,True,-0.18,-0.07,-0.01,0.11,0.010000000000000009,0.010000000000000092,-0.27,0.03,-0.02,0.17,-0.11,-0.02,-0.2,0.0,0.04,0.22,0.055,-0.29332,-0.053750000000000006,-0.23957,-0.27016,-0.02316,0.029249999999999998,-0.083,0.386,0.614,0.415,0.585
7,Patriots @ Titans,Patriots,Titans,3.5,18,14.5,False,True,0.09,-0.04,-0.21,0.1,0.44,0.44,0.26,0.0,-0.26,0.18,0.7,-0.13,-0.11,-0.11,0.01,0.09999999999999999,0.39999999999999997,-0.03022000000000001,0.16276000000000002,-0.19298000000000004,0.03992,-0.07014000000000001,0.16276000000000002,0.0,0.501,0.499,0.374,0.626
7,Raiders @ Chiefs,Chiefs,Raiders,7.5,31,23.5,False,True,0.17,-0.06,-0.18,0.04,0.45,0.45,0.22,-0.09,-0.12,0.15,0.58,0.07,0.0,-0.26,-0.13,0.2,0.39,0.12772,0.13465,-0.006929999999999992,0.03892000000000001,0.0888,0.016349999999999996,0.1183,0.444,0.556,0.455,0.545
7,Panthers @ Jets,Jets,Panthers,3.5,-7,-10.5,True,False,-0.05,0.09,-0.05,0.06,-0.03,-0.030000000000000013,-0.04,0.16,-0.1,0.1,6.938893903907228e-18,-0.05,0.02,0.01,0.0,-0.08,-0.039999999999999994,-0.09653,0.14125000000000001,-0.23778000000000002,-0.07238,-0.02415,0.1365,0.00475,0.483,0.517,0.475,0.525
7,Giants @ Broncos,Broncos,Giants,3.5,1,-2.5,True,False,0.07,-0.07,-0.04,0.08,0.26,0.26,0.09,-0.08,-0.05,0.03,0.25,0.05,-0.06,-0.02,0.16,0.29000000000000004,0.27,-0.014120000000000008,-0.034800000000000005,0.020679999999999997,0.033839999999999995,-0.04796,-0.015600000000000003,-0.019200000000000002,0.436,0.564,0.48,0.52
7,Colts @ Chargers,Colts,Chargers,3.5,14,10.5,False,True,0.23,-0.03,0.03,-0.01,0.22,0.22,0.27,-0.04,0.04,0.01,0.28,0.16,-0.02,0.01,0.0,0.17,0.22500000000000003,0.2137,-0.0598,0.2735,0.13962,0.07408,-0.04768,-0.01212,0.46299999999999997,0.537,0.40399999999999997,0.596
7,Commanders @ Cowboys,Cowboys,Commanders,7.5,22,14.5,False,True,0.14,0.15,0.0,0.07,0.060000000000000026,0.06000000000000011,0.21,0.19,0.0,0.13,0.14999999999999997,0.01,0.1,0.0,-0.01,-0.1,0.02499999999999998,0.05552,0.14725,-0.09172999999999999,0.04736,0.008159999999999999,0.09975,0.0475,0.408,0.5920000000000001,0.475,0.525
7,Packers @ Cardinals,Packers,Cardinals,3.5,4,0.5,True,False,0.17,-0.02,0.0,0.02,0.21,0.21,0.31,0.02,0.0,0.07,0.36,0.01,-0.08,0.0,-0.08,0.009999999999999995,0.185,0.1668,-0.022,0.1888,0.12287999999999999,0.04392,0.0116,-0.0336,0.488,0.512,0.42,0.58
7,Falcons @ 49ers,49ers,Falcons,7.5,10,2.5,False,True,0.0,0.03,-0.06,-0.02,0.009999999999999998,0.009999999999999898,0.07,0.09,-0.07,-0.07,-0.01999999999999999,-0.11,-0.06,-0.05,0.03,0.03,0.0050000000000000044,0.02436000000000002,0.08231,-0.057949999999999974,0.08218000000000002,-0.057819999999999996,0.08687999999999999,-0.004569999999999998,0.413,0.5870000000000001,0.457,0.5429999999999999
7,Buccaneers @ Lions,Lions,Buccaneers,7.5,15,7.5,False,True,0.1,-0.1,0.02,-0.08,0.1,0.1,0.23,-0.08,0.05,-0.06,0.2,-0.03,-0.13,-0.03,-0.1,0.03,0.115,0.17912,-0.11707000000000001,0.29619,0.14384,0.03528,-0.07397,-0.043100000000000006,0.504,0.496,0.431,0.569
7,Texans @ Seahawks,Seahawks,Texans,3.5,8,4.5,False,True,0.0,-0.04,0.02,-0.13,-0.11,-0.10999999999999999,0.0,0.04,0.05,-0.21,-0.3,0.0,-0.19,-0.03,-0.01,0.21,-0.045,0.10840000000000001,-0.07615,0.18455,0.10332000000000001,0.00508,-0.005590000000000001,-0.07056,0.508,0.49200000000000005,0.441,0.5589999999999999
7,Vikings @ Chargers,Chargers,Vikings,-3.5,27,30.5,False,True,0.03,-0.01,-0.11,-0.04,0.10999999999999999,0.11000000000000001,0.04,0.01,-0.09,-0.08,0.04,0.01,0.0,-0.14,0.02,0.17,0.10500000000000001,0.06748,0.11644,-0.048960000000000004,0.07152,-0.00404,0.058899999999999994,0.05754000000000001,0.40399999999999997,0.596,0.41100000000000003,0.589
7,Dolphins @ Falcons,Falcons,Dolphins,-7.5,-24,-16.5,True,False,-0.06,-0.02,-0.01,0.11,0.08,0.0800000000000001,-0.07,-0.07,-0.02,0.17,0.19,-0.05,0.03,0.0,0.04,-0.04,0.075,-0.17145,-0.0168,-0.15464999999999998,-0.13032,-0.04113,-0.029249999999999998,0.01245,0.457,0.5429999999999999,0.415,0.585
7,Jets @ Bengals,Bengals,Jets,-6.5,-1,5.5,True,False,-0.05,0.17,-0.05,0.09,-0.08000000000000002,-0.07999999999999999,-0.1,0.24,-0.04,0.16,-0.13999999999999999,0.05,0.07,-0.05,0.02,0.05,-0.04499999999999999,-0.1585,0.20272,-0.36122,-0.169,0.010499999999999999,0.14476,0.05796,0.35,0.65,0.483,0.517
7,Browns @ Patriots,Patriots,Browns,-7.0,19,26.0,False,True,0.09,-0.04,-0.18,-0.07,0.24,0.2399999999999999,0.26,0.0,-0.27,0.03,0.56,-0.13,-0.11,-0.02,-0.2,-0.2,0.18000000000000002,0.14984,0.13104,0.01880000000000001,0.11477,0.035070000000000004,0.16578,-0.03474000000000001,0.501,0.499,0.386,0.614
7,Bills @ Panthers,Bills,Panthers,-7.5,31,38.5,False,True,0.16,-0.02,-0.05,0.06,0.29000000000000004,0.29,0.17,-0.07,-0.1,0.1,0.44000000000000006,0.13,0.04,0.01,0.0,0.08,0.26,0.10126,0.03,0.07126,0.033530000000000004,0.06773,0.01575,0.014249999999999999,0.521,0.479,0.475,0.525
7,Bears @ Ravens,Ravens,Bears,-6.5,14,20.5,False,True,0.0,0.13,0.02,0.0,-0.15,-0.15,0.0,0.16,0.07,0.0,-0.23,0.0,0.07,-0.05,0.0,-0.020000000000000004,-0.125,0.0,0.10401,-0.10401,0.0,0.0,0.04797,0.056040000000000006,0.489,0.511,0.467,0.5329999999999999
7,49ers @ Texans,Texans,49ers,-1.5,11,12.5,False,True,0.02,-0.13,0.0,0.03,0.18,0.18,0.05,-0.21,0.07,0.09,0.28,-0.03,-0.01,-0.11,-0.06,0.03,0.15500000000000003,-0.009129999999999994,-0.12306000000000003,0.11393000000000003,-0.022359999999999994,0.01323,-0.16436000000000003,0.041299999999999996,0.441,0.5589999999999999,0.413,0.5870000000000001
7,Buccaneers @ Saints,Buccaneers,Saints,-4.5,20,24.5,False,True,0.02,-0.08,-0.14,0.0,0.24000000000000002,0.24000000000000002,0.05,-0.06,-0.17,0.09,0.37,-0.03,-0.1,-0.08,-0.11,0.03999999999999998,0.205,0.011720000000000012,0.05722000000000001,-0.0455,-0.022759999999999992,0.034480000000000004,0.06534000000000001,-0.008120000000000002,0.431,0.569,0.406,0.594
7,Cowboys @ Broncos,Broncos,Cowboys,-3.5,20,23.5,False,True,0.07,-0.07,0.14,0.15,0.15,0.1499999999999999,0.09,-0.08,0.21,0.19,0.15000000000000002,0.05,-0.06,0.01,0.1,0.2,0.17500000000000002,-0.07819999999999999,-0.20024000000000003,0.12204000000000004,-0.0564,-0.0218,-0.17168000000000003,-0.02856,0.436,0.564,0.408,0.5920000000000001
7,Titans @ Colts,Colts,Titans,-14.0,24,38.0,False,True,0.23,-0.03,-0.21,0.1,0.5700000000000001,0.5700000000000001,0.27,-0.04,-0.26,0.18,0.75,0.16,-0.02,-0.11,0.01,0.30000000000000004,0.525,0.11778000000000001,0.17138,-0.053599999999999995,0.04833000000000001,0.06945,0.13772,0.03366,0.46299999999999997,0.537,0.374,0.626
7,Packers @ Steelers,Packers,Steelers,-3.0,10,13.0,False,True,0.17,-0.02,0.05,0.07,0.21000000000000002,0.21,0.31,0.02,0.09,0.13,0.33,0.01,-0.08,-0.01,-0.02,0.08,0.20500000000000002,0.10679999999999999,-0.06999999999999999,0.17679999999999998,0.09215999999999999,0.01464,-0.039549999999999995,-0.030449999999999998,0.488,0.512,0.435,0.565
7,Commanders @ Chiefs,Chiefs,Commanders,-12.5,21,33.5,False,True,0.17,-0.06,0.0,0.07,0.30000000000000004,0.30000000000000004,0.22,-0.09,0.0,0.13,0.43999999999999995,0.07,0.0,0.0,-0.01,0.060000000000000005,0.24999999999999997,0.08556,-0.04725,0.13280999999999998,0.05004,0.03552,-0.04725,0.0,0.444,0.556,0.475,0.525
